game_id,season_id,competition_id,game_day,game_date,home_team_id,away_team_id,home_score,away_score,venue,competition_name,country_name,season_name,home_team_name,home_team_name_ko,away_team_name,away_team_name_ko
126348,3669,587,11,2024-05-06 07:30:00,4648,4657,2,1,광주전용구장,K League 1,KR,2024,Gwangju FC,광주FC,Daejeon Hana Citizen,대전 하나 시티즌
126349,3669,587,12,2024-05-11 07:30:00,4646,316,1,2,인천축구전용경기장,K League 1,KR,2024,Incheon United,인천 유나이티드,FC Seoul,FC서울
126350,3669,587,12,2024-05-11 10:00:00,4644,4648,3,2,DGB대구은행파크,K League 1,KR,2024,Daegu FC,대구FC,Gwangju FC,광주FC
126351,3669,587,12,2024-05-11 10:00:00,4643,4657,3,3,송암스포츠타운 주경기장,K League 1,KR,2024,Gangwon FC,강원FC,Daejeon Hana Citizen,대전 하나 시티즌
126352,3669,587,12,2024-05-12 05:00:00,4640,4220,2,3,전주월드컵경기장,K League 1,KR,2024,Jeonbuk Hyundai Motors,전북 현대 모터스,Suwon FC,수원FC
126354,3669,587,12,2024-05-12 07:30:00,4639,4641,1,1,포항스틸야드,K League 1,KR,2024,Pohang Steelers,포항 스틸러스,Jeju United,제주SK FC
126353,3669,587,12,2024-05-12 07:30:00,2354,2353,2,2,문수월드컵경기장,K League 1,KR,2024,Ulsan HD FC,울산 HD FC,Gimcheon Sangmu,김천 상무 프로축구단
126325,3669,587,8,2024-05-15 07:30:00,4648,2354,2,1,광주전용구장,K League 1,KR,2024,Gwangju FC,광주FC,Ulsan HD FC,울산 HD FC
126355,3669,587,13,2024-05-18 07:30:00,4657,4646,0,1,대전월드컵경기장,K League 1,KR,2024,Daejeon Hana Citizen,대전 하나 시티즌,Incheon United,인천 유나이티드
126357,3669,587,13,2024-05-18 10:00:00,2353,4641,1,0,김천종합운동장,K League 1,KR,2024,Gimcheon Sangmu,김천 상무 프로축구단,Jeju United,제주SK FC
126358,3669,587,13,2024-05-19 07:30:00,316,4644,1,2,서울월드컵경기장,K League 1,KR,2024,FC Seoul,FC서울,Daegu FC,대구FC
126359,3669,587,13,2024-05-19 07:30:00,4643,2354,1,0,송암스포츠타운 주경기장,K League 1,KR,2024,Gangwon FC,강원FC,Ulsan HD FC,울산 HD FC
126356,3669,587,13,2024-05-19 07:30:00,4648,4640,0,3,광주전용구장,K League 1,KR,2024,Gwangju FC,광주FC,Jeonbuk Hyundai Motors,전북 현대 모터스
126360,3669,587,13,2024-05-19 10:00:00,4220,4639,1,0,수원종합운동장,K League 1,KR,2024,Suwon FC,수원FC,Pohang Steelers,포항 스틸러스
126361,3669,587,14,2024-05-25 05:00:00,4640,2353,0,0,전주월드컵경기장,K League 1,KR,2024,Jeonbuk Hyundai Motors,전북 현대 모터스,Gimcheon Sangmu,김천 상무 프로축구단
126362,3669,587,14,2024-05-25 07:30:00,2354,4657,4,1,문수월드컵경기장,K League 1,KR,2024,Ulsan HD FC,울산 HD FC,Daejeon Hana Citizen,대전 하나 시티즌
126364,3669,587,14,2024-05-25 10:00:00,4646,4648,1,1,인천축구전용경기장,K League 1,KR,2024,Incheon United,인천 유나이티드,Gwangju FC,광주FC
126363,3669,587,14,2024-05-25 10:00:00,4639,316,2,2,포항스틸야드,K League 1,KR,2024,Pohang Steelers,포항 스틸러스,FC Seoul,FC서울
126365,3669,587,14,2024-05-26 07:30:00,4644,4643,1,2,DGB대구은행파크,K League 1,KR,2024,Daegu FC,대구FC,Gangwon FC,강원FC
126366,3669,587,14,2024-05-26 10:00:00,4641,4220,1,0,제주월드컵경기장,K League 1,KR,2024,Jeju United,제주SK FC,Suwon FC,수원FC
126368,3669,587,15,2024-05-28 10:30:00,2353,316,0,0,김천종합운동장,K League 1,KR,2024,Gimcheon Sangmu,김천 상무 프로축구단,FC Seoul,FC서울
126367,3669,587,15,2024-05-28 10:30:00,4648,4639,0,1,광주전용구장,K League 1,KR,2024,Gwangju FC,광주FC,Pohang Steelers,포항 스틸러스
126369,3669,587,15,2024-05-29 10:30:00,4646,2354,1,1,인천축구전용경기장,K League 1,KR,2024,Incheon United,인천 유나이티드,Ulsan HD FC,울산 HD FC
126372,3669,587,15,2024-05-29 10:30:00,4643,4640,2,1,송암스포츠타운 주경기장,K League 1,KR,2024,Gangwon FC,강원FC,Jeonbuk Hyundai Motors,전북 현대 모터스
126370,3669,587,15,2024-05-29 10:30:00,4657,4641,0,1,대전월드컵경기장,K League 1,KR,2024,Daejeon Hana Citizen,대전 하나 시티즌,Jeju United,제주SK FC
126371,3669,587,15,2024-05-29 10:30:00,4220,4644,2,0,수원종합운동장,K League 1,KR,2024,Suwon FC,수원FC,Daegu FC,대구FC
126373,3669,587,16,2024-06-01 07:30:00,2354,4640,1,0,문수월드컵경기장,K League 1,KR,2024,Ulsan HD FC,울산 HD FC,Jeonbuk Hyundai Motors,전북 현대 모터스
126375,3669,587,16,2024-06-01 10:00:00,2353,4639,3,1,김천종합운동장,K League 1,KR,2024,Gimcheon Sangmu,김천 상무 프로축구단,Pohang Steelers,포항 스틸러스
126374,3669,587,16,2024-06-01 10:00:00,4220,4646,3,1,수원종합운동장,K League 1,KR,2024,Suwon FC,수원FC,Incheon United,인천 유나이티드
126376,3669,587,16,2024-06-02 07:30:00,4657,4644,1,0,대전월드컵경기장,K League 1,KR,2024,Daejeon Hana Citizen,대전 하나 시티즌,Daegu FC,대구FC
126377,3669,587,16,2024-06-02 07:30:00,4641,4643,1,2,제주월드컵경기장,K League 1,KR,2024,Jeju United,제주SK FC,Gangwon FC,강원FC
126378,3669,587,16,2024-06-02 10:00:00,316,4648,1,2,서울월드컵경기장,K League 1,KR,2024,FC Seoul,FC서울,Gwangju FC,광주FC
126379,3669,587,17,2024-06-15 09:00:00,4639,4657,1,1,포항스틸야드,K League 1,KR,2024,Pohang Steelers,포항 스틸러스,Daejeon Hana Citizen,대전 하나 시티즌
126380,3669,587,17,2024-06-15 10:00:00,4648,2353,2,0,광주전용구장,K League 1,KR,2024,Gwangju FC,광주FC,Gimcheon Sangmu,김천 상무 프로축구단
126381,3669,587,17,2024-06-15 11:00:00,4643,4220,3,1,송암스포츠타운 주경기장,K League 1,KR,2024,Gangwon FC,강원FC,Suwon FC,수원FC
126383,3669,587,17,2024-06-16 09:00:00,4640,4646,2,2,전주월드컵경기장,K League 1,KR,2024,Jeonbuk Hyundai Motors,전북 현대 모터스,Incheon United,인천 유나이티드
126382,3669,587,17,2024-06-16 09:00:00,2354,316,2,2,문수월드컵경기장,K League 1,KR,2024,Ulsan HD FC,울산 HD FC,FC Seoul,FC서울
126384,3669,587,17,2024-06-16 10:00:00,4644,4641,1,0,DGB대구은행파크,K League 1,KR,2024,Daegu FC,대구FC,Jeju United,제주SK FC
126385,3669,587,18,2024-06-22 09:00:00,4644,4640,3,0,DGB대구은행파크,K League 1,KR,2024,Daegu FC,대구FC,Jeonbuk Hyundai Motors,전북 현대 모터스
126387,3669,587,18,2024-06-22 10:00:00,4643,2353,2,3,강릉종합운동장,K League 1,KR,2024,Gangwon FC,강원FC,Gimcheon Sangmu,김천 상무 프로축구단
126386,3669,587,18,2024-06-22 10:00:00,4657,4648,2,1,대전월드컵경기장,K League 1,KR,2024,Daejeon Hana Citizen,대전 하나 시티즌,Gwangju FC,광주FC
126388,3669,587,18,2024-06-22 11:00:00,316,4220,3,0,서울월드컵경기장,K League 1,KR,2024,FC Seoul,FC서울,Suwon FC,수원FC
126390,3669,587,18,2024-06-23 09:00:00,4641,2354,2,3,제주월드컵경기장,K League 1,KR,2024,Jeju United,제주SK FC,Ulsan HD FC,울산 HD FC
126389,3669,587,18,2024-06-23 09:00:00,4646,4639,1,3,인천축구전용경기장,K League 1,KR,2024,Incheon United,인천 유나이티드,Pohang Steelers,포항 스틸러스
126392,3669,587,19,2024-06-25 10:30:00,2353,4657,2,0,김천종합운동장,K League 1,KR,2024,Gimcheon Sangmu,김천 상무 프로축구단,Daejeon Hana Citizen,대전 하나 시티즌
126391,3669,587,19,2024-06-25 10:30:00,4220,4648,1,0,수원종합운동장,K League 1,KR,2024,Suwon FC,수원FC,Gwangju FC,광주FC
126393,3669,587,19,2024-06-26 10:30:00,2354,4644,1,0,문수월드컵경기장,K League 1,KR,2024,Ulsan HD FC,울산 HD FC,Daegu FC,대구FC
126396,3669,587,19,2024-06-26 10:30:00,4641,4646,1,0,제주월드컵경기장,K League 1,KR,2024,Jeju United,제주SK FC,Incheon United,인천 유나이티드
126395,3669,587,19,2024-06-26 10:30:00,316,4643,2,0,서울월드컵경기장,K League 1,KR,2024,FC Seoul,FC서울,Gangwon FC,강원FC
126394,3669,587,19,2024-06-26 10:30:00,4640,4639,1,1,전주월드컵경기장,K League 1,KR,2024,Jeonbuk Hyundai Motors,전북 현대 모터스,Pohang Steelers,포항 스틸러스
126397,3669,587,20,2024-06-29 09:00:00,2353,4644,2,0,김천종합운동장,K League 1,KR,2024,Gimcheon Sangmu,김천 상무 프로축구단,Daegu FC,대구FC
126398,3669,587,20,2024-06-29 10:00:00,4640,316,1,5,전주월드컵경기장,K League 1,KR,2024,Jeonbuk Hyundai Motors,전북 현대 모터스,FC Seoul,FC서울
126399,3669,587,20,2024-06-29 11:00:00,4657,4220,0,2,대전월드컵경기장,K League 1,KR,2024,Daejeon Hana Citizen,대전 하나 시티즌,Suwon FC,수원FC
126400,3669,587,20,2024-06-30 09:00:00,4639,2354,2,1,포항스틸야드,K League 1,KR,2024,Pohang Steelers,포항 스틸러스,Ulsan HD FC,울산 HD FC
126402,3669,587,20,2024-06-30 10:00:00,4646,4643,0,1,인천축구전용경기장,K League 1,KR,2024,Incheon United,인천 유나이티드,Gangwon FC,강원FC
126401,3669,587,20,2024-06-30 10:00:00,4648,4641,2,1,광주전용구장,K League 1,KR,2024,Gwangju FC,광주FC,Jeju United,제주SK FC
126403,3669,587,21,2024-07-05 10:30:00,4646,2353,1,1,인천축구전용경기장,K League 1,KR,2024,Incheon United,인천 유나이티드,Gimcheon Sangmu,김천 상무 프로축구단
126404,3669,587,21,2024-07-05 10:30:00,4220,2354,1,1,수원종합운동장,K League 1,KR,2024,Suwon FC,수원FC,Ulsan HD FC,울산 HD FC
126405,3669,587,21,2024-07-06 10:00:00,4641,316,3,2,제주월드컵경기장,K League 1,KR,2024,Jeju United,제주SK FC,FC Seoul,FC서울
126406,3669,587,21,2024-07-06 10:30:00,4644,4639,3,3,DGB대구은행파크,K League 1,KR,2024,Daegu FC,대구FC,Pohang Steelers,포항 스틸러스
126408,3669,587,21,2024-07-07 10:00:00,4643,4648,2,0,강릉종합운동장,K League 1,KR,2024,Gangwon FC,강원FC,Gwangju FC,광주FC
126407,3669,587,21,2024-07-07 10:00:00,4657,4640,2,2,대전월드컵경기장,K League 1,KR,2024,Daejeon Hana Citizen,대전 하나 시티즌,Jeonbuk Hyundai Motors,전북 현대 모터스
126410,3669,587,22,2024-07-09 10:30:00,2353,4220,2,3,김천종합운동장,K League 1,KR,2024,Gimcheon Sangmu,김천 상무 프로축구단,Suwon FC,수원FC
126409,3669,587,22,2024-07-09 10:30:00,4644,4646,0,0,DGB대구은행파크,K League 1,KR,2024,Daegu FC,대구FC,Incheon United,인천 유나이티드
126412,3669,587,22,2024-07-10 10:30:00,4639,4643,2,0,포항스틸야드,K League 1,KR,2024,Pohang Steelers,포항 스틸러스,Gangwon FC,강원FC
126414,3669,587,22,2024-07-10 10:30:00,316,4657,2,1,서울월드컵경기장,K League 1,KR,2024,FC Seoul,FC서울,Daejeon Hana Citizen,대전 하나 시티즌
126413,3669,587,22,2024-07-10 10:30:00,4640,4641,2,1,전주월드컵경기장,K League 1,KR,2024,Jeonbuk Hyundai Motors,전북 현대 모터스,Jeju United,제주SK FC
126411,3669,587,22,2024-07-10 10:30:00,2354,4648,0,1,문수월드컵경기장,K League 1,KR,2024,Ulsan HD FC,울산 HD FC,Gwangju FC,광주FC
126415,3669,587,23,2024-07-13 10:00:00,2354,316,1,0,문수월드컵경기장,K League 1,KR,2024,Ulsan HD FC,울산 HD FC,FC Seoul,FC서울
126416,3669,587,23,2024-07-13 10:30:00,4657,4643,1,1,대전월드컵경기장,K League 1,KR,2024,Daejeon Hana Citizen,대전 하나 시티즌,Gangwon FC,강원FC
126417,3669,587,23,2024-07-13 10:30:00,4641,4639,2,1,제주월드컵경기장,K League 1,KR,2024,Jeju United,제주SK FC,Pohang Steelers,포항 스틸러스
126419,3669,587,23,2024-07-14 10:00:00,4220,4644,2,2,수원종합운동장,K League 1,KR,2024,Suwon FC,수원FC,Daegu FC,대구FC
126420,3669,587,23,2024-07-14 10:00:00,2353,4640,4,0,김천종합운동장,K League 1,KR,2024,Gimcheon Sangmu,김천 상무 프로축구단,Jeonbuk Hyundai Motors,전북 현대 모터스
126418,3669,587,23,2024-07-14 10:00:00,4648,4646,0,2,광주전용구장,K League 1,KR,2024,Gwangju FC,광주FC,Incheon United,인천 유나이티드
126421,3669,587,24,2024-07-20 10:00:00,4640,2354,2,0,전주월드컵경기장,K League 1,KR,2024,Jeonbuk Hyundai Motors,전북 현대 모터스,Ulsan HD FC,울산 HD FC
126422,3669,587,24,2024-07-20 10:30:00,4643,4641,4,0,강릉종합운동장,K League 1,KR,2024,Gangwon FC,강원FC,Jeju United,제주SK FC
126426,3669,587,24,2024-07-21 10:00:00,4657,4639,1,2,대전월드컵경기장,K League 1,KR,2024,Daejeon Hana Citizen,대전 하나 시티즌,Pohang Steelers,포항 스틸러스
126424,3669,587,24,2024-07-21 10:00:00,4644,4648,0,1,DGB대구은행파크,K League 1,KR,2024,Daegu FC,대구FC,Gwangju FC,광주FC
126423,3669,587,24,2024-07-21 10:00:00,4646,4220,1,4,인천축구전용경기장,K League 1,KR,2024,Incheon United,인천 유나이티드,Suwon FC,수원FC
126425,3669,587,24,2024-07-21 10:00:00,316,2353,1,0,서울월드컵경기장,K League 1,KR,2024,FC Seoul,FC서울,Gimcheon Sangmu,김천 상무 프로축구단
126428,3669,587,25,2024-07-26 10:30:00,4643,4640,4,2,강릉종합운동장,K League 1,KR,2024,Gangwon FC,강원FC,Jeonbuk Hyundai Motors,전북 현대 모터스
126427,3669,587,25,2024-07-26 10:30:00,4641,2354,1,0,제주월드컵경기장,K League 1,KR,2024,Jeju United,제주SK FC,Ulsan HD FC,울산 HD FC
126429,3669,587,25,2024-07-27 10:00:00,4648,4220,1,0,광주전용구장,K League 1,KR,2024,Gwangju FC,광주FC,Suwon FC,수원FC
126431,3669,587,25,2024-07-27 10:30:00,4646,316,0,1,인천축구전용경기장,K League 1,KR,2024,Incheon United,인천 유나이티드,FC Seoul,FC서울
126430,3669,587,25,2024-07-27 10:30:00,4644,4657,1,1,DGB대구은행파크,K League 1,KR,2024,Daegu FC,대구FC,Daejeon Hana Citizen,대전 하나 시티즌
126432,3669,587,25,2024-07-28 10:00:00,4639,2353,1,2,포항스틸야드,K League 1,KR,2024,Pohang Steelers,포항 스틸러스,Gimcheon Sangmu,김천 상무 프로축구단
126434,3669,587,26,2024-08-09 10:30:00,2353,4643,1,2,김천종합운동장,K League 1,KR,2024,Gimcheon Sangmu,김천 상무 프로축구단,Gangwon FC,강원FC
126433,3669,587,26,2024-08-09 10:30:00,4640,4648,0,1,전주월드컵경기장,K League 1,KR,2024,Jeonbuk Hyundai Motors,전북 현대 모터스,Gwangju FC,광주FC
126435,3669,587,26,2024-08-10 10:00:00,2354,4644,1,0,문수월드컵경기장,K League 1,KR,2024,Ulsan HD FC,울산 HD FC,Daegu FC,대구FC
126436,3669,587,26,2024-08-10 10:30:00,4641,4646,0,1,제주월드컵경기장,K League 1,KR,2024,Jeju United,제주SK FC,Incheon United,인천 유나이티드
126437,3669,587,26,2024-08-10 10:30:00,4220,4657,1,2,수원종합운동장,K League 1,KR,2024,Suwon FC,수원FC,Daejeon Hana Citizen,대전 하나 시티즌
126438,3669,587,26,2024-08-11 10:00:00,4639,316,1,2,포항스틸야드,K League 1,KR,2024,Pohang Steelers,포항 스틸러스,FC Seoul,FC서울
126439,3669,587,27,2024-08-16 10:30:00,4644,2353,3,0,DGB대구은행파크,K League 1,KR,2024,Daegu FC,대구FC,Gimcheon Sangmu,김천 상무 프로축구단
126440,3669,587,27,2024-08-16 10:30:00,316,4641,1,0,서울월드컵경기장,K League 1,KR,2024,FC Seoul,FC서울,Jeju United,제주SK FC
126441,3669,587,27,2024-08-17 10:00:00,4640,4639,2,1,전주월드컵경기장,K League 1,KR,2024,Jeonbuk Hyundai Motors,전북 현대 모터스,Pohang Steelers,포항 스틸러스
